Device, URL, RAM, CPU, Display Resolution, Instruction Set, OpenGL ES 2.0, Vector Floating Point
Lenovo LePad S2005, http://pdadb.net/index.php?m=specs&id=3275&view=1, 1024, 1200, 480x800, ARMv7,,
LG P930 Nitro HD, http://pdadb.net/index.php?m=specs&id=3233&view=1, 1024, 1500, 720x1280, ARMv7,,
LG Eclypse 4G, http://pdadb.net/index.php?m=specs&id=3231&view=1, 512, 1000, 320x480, ARMv7, Yes,
SoftBank 008Z (ZTE Aglaia), http://pdadb.net/index.php?m=specs&id=3456&view=1, 512, 1000, 480x800, ARMv7, Yes,
Motorola RAZR XT910 (Motorola Spyder), http://pdadb.net/index.php?m=specs&id=3175&view=1, 1024, 1200, 540x960, ARMv7,,
Motorola XOOM2 WiFi MZ615 32GB / XOOM 2, http://pdadb.net/index.php?m=specs&id=3200&view=1, 1024, 1200, 1280x800, ARMv7,,
LG SU880 Optimus EX, http://pdadb.net/index.php?m=specs&id=3133&view=1, 1024, 1200, 480x800, ARMv7-A,,
LG AS680 Optimus 2, http://pdadb.net/index.php?m=specs&id=3282&view=1, 512, 800, 320x480, ARMv6, Yes,
Toshiba THRiVE 7 32GB, http://pdadb.net/index.php?m=specs&id=3144&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Sharp Aquos SH8298U, http://pdadb.net/index.php?m=specs&id=3187&view=1, 512, 1400, 540x960, ARMv7, Yes,
Samsung SGH-i727 Galaxy S II Skyrocket, http://pdadb.net/index.php?m=specs&id=3212&view=1, 1024, 1500, 480x800, ARMv7,,
ZTE Style Q, http://pdadb.net/index.php?m=specs&id=3313&view=1, 512, 600, 240x320, ARMv6, Yes,
Motorola Atrix 2 ME865 / MB865 (Motorola Edison), http://pdadb.net/index.php?m=specs&id=3169&view=1, 1024, 1000, 540x960, ARMv7,,
Sony Ericsson WT19a Walkman, http://pdadb.net/index.php?m=specs&id=3119&view=1, 512, 1000, 320x480, ARMv7, Yes,
ViewSonic V430, http://pdadb.net/index.php?m=specs&id=3147&view=1, 512, 1000, 480x800, ARMv7, Yes,
Lenovo S2 16GB, http://pdadb.net/index.php?m=specs&id=3240&view=1, 1024, 1400, 480x800, ARMv7, Yes,
T-Mobile Vivacity, http://pdadb.net/index.php?m=specs&id=3227&view=1, 512, 800, 480x800, ARMv6, Yes,
Orange San Francisco II (ZTE Crescent), http://pdadb.net/index.php?m=specs&id=3224&view=1, 512, 800, 480x800, ARMv6, Yes,
TMN Smart A7 (ZTE V875), http://pdadb.net/index.php?m=specs&id=3312&view=1, 512, 800, 320x480, ARMv6, Yes,
Motorola Bionic, http://pdadb.net/index.php?m=specs&id=2834&view=1, 1024, 1000, 540x960, ARMv7,,
Samsung SGH-T679M Galaxy W 4G (Samsung Ancora), http://pdadb.net/index.php?m=specs&id=3862&view=1, 512, 1000, 480x800, ARMv7, Yes,
NTT DoCoMo SC-03D Galaxy S II LTE (Samsung Celox), http://pdadb.net/index.php?m=specs&id=3221&view=1, 1024, 1500, 480x800, ARMv7,,
Samsung SCH-i110 Illusion, http://pdadb.net/index.php?m=specs&id=3120&view=1, 512, 1000, 320x480, ARMv7,, Yes
HTC Wildfire S CDMA (HTC Marvel C), http://pdadb.net/index.php?m=specs&id=3297&view=1, 512, 600, 320x480, ARMv6, Yes,
Samsung SGH-i927 Captivate Glide (Samsung Gidim), http://pdadb.net/index.php?m=specs&id=3150&view=1, 1024, 1000, 480x800, ARMv7-A, Yes,
Samsung SGH-i857 DoubleTime (Samsung Habrok), http://pdadb.net/index.php?m=specs&id=3168&view=1, 256, 800, 480x320 320x480, ARMv6, Yes,
Pantech Pocket, http://pdadb.net/index.php?m=specs&id=3170&view=1,, 1000, 600x800, ARMv7, Yes,
Samsung SCH-R680 Repp, http://pdadb.net/index.php?m=specs&id=3206&view=1, 512, 800, 320x480, ARMv6, Yes,
Samsung SGH-i957 Galaxy Tab 8.9 4G LTE 64GB, http://pdadb.net/index.php?m=specs&id=3214&view=1, 1024, 1500, 1280x800, ARMv7-A,,
SoftBank Sharp Aquos 101SH The Hybrid, http://pdadb.net/index.php?m=specs&id=3184&view=1,,, 480x854, , ,
Panasonic LUMIX Phone 101P, http://pdadb.net/index.php?m=specs&id=3189&view=1,, 1000, 540x960, ARMv7,,
LG P692 Optimus Net (LG Gelato), http://pdadb.net/index.php?m=specs&id=3194&view=1, 512, 800, 320x480, ARMv6, Yes,
Acer Liquid Express E320 (Acer C6), http://pdadb.net/index.php?m=specs&id=3071&view=1, 512, 800, 320x480, ARMv6, Yes,
Sprint Express, http://pdadb.net/index.php?m=specs&id=3217&view=1,, 600, 320x240, ARMv6, Yes,
BN NOOK Tablet 16GB, http://pdadb.net/index.php?m=specs&id=3527&view=1, 1024, 1000, 1024x600, ARMv7,,
Sony Ericsson Xperia Arc S LT18a (SE Ayame), http://pdadb.net/index.php?m=specs&id=3232&view=1, 512, 1400, 480x854, ARMv7, Yes,
Samsung GT-i9250 Galaxy Nexus 16 GB / Prime (Samsung Yakju), http://pdadb.net/index.php?m=specs&id=3149&view=1, 1024, 1200, 720x1280, ARMv7,,
Sony Ericsson Xperia Neo V MT11a, http://pdadb.net/index.php?m=specs&id=3236&view=1, 512, 1000, 480x854, ARMv7, Yes,
T-Mobile Samsung SGH-T869 Galaxy Tab 7.0 Plus 4G, http://pdadb.net/index.php?m=specs&id=3207&view=1, 1024, 1200, 1024x600, ARMv7,,
ZTE STAR 7 009Z, http://pdadb.net/index.php?m=specs&id=3186&view=1,,, 480x800, , ,
Huawei Vision (Huawei U8850), http://pdadb.net/index.php?m=specs&id=3051&view=1, 512, 1000, 480x800, ARMv7, Yes,
HTC Raider 4G (HTC Holiday), http://pdadb.net/index.php?m=specs&id=3128&view=1, 1024, 1500, 540x960, ARMv7,,
Motorola XOOM2 Media Edition WiFi MZ607 32GB / XOOM 2 ME, http://pdadb.net/index.php?m=specs&id=3197&view=1, 1024, 1200,, ARMv7,,
LG P935 Optimus 4G LTE / P930, http://pdadb.net/index.php?m=specs&id=3202&view=1, 1024, 1500, 720x1280, ARMv7,,
NTT DoCoMo LG Optimus LTE L-01D, http://pdadb.net/index.php?m=specs&id=3349&view=1, 1024, 1500, 720x1280, ARMv7,,
Samsung SGH-i727R Galaxy SII LTE (Samsung Celox), http://pdadb.net/index.php?m=specs&id=3729&view=1, 1024, 1500, 480x800, ARMv7,,
Verizon HTC Rezound ADR6425 (HTC Vigor), http://pdadb.net/index.php?m=specs&id=3109&view=1, 1024, 1500, 720x1280, ARMv7,,
Amazon Kindle Fire, http://pdadb.net/index.php?m=specs&id=3523&view=1, 512, 1000, 1024x600, ARMv7,,
Samsung GT-P6210 Galaxy Tab 7.0 Plus WiFi 16GB, http://pdadb.net/index.php?m=specs&id=3180&view=1, 1024, 1200, 1024x600, ARMv7,,
ZTE Racer II (ZTE Arizona), http://pdadb.net/index.php?m=specs&id=3213&view=1, 256, 500, 240x320, ARMv6,,
Motorola DROID RAZR XT912 (Motorola Spyder), http://pdadb.net/index.php?m=specs&id=3074&view=1, 1024, 1200, 540x960, ARMv7,,
Lenovo IdeaPad Tablet A1 WiFi 16GB, http://pdadb.net/index.php?m=specs&id=3099&view=1, 512, 1000, 1024x600, ARMv7, Yes,
Motorola Pro+ 4G MB632 (Motorola Elway Plus), http://pdadb.net/index.php?m=specs&id=3092&view=1, 512, 1000, 480x640, ARMv7, Yes,
Lenovo IdeaPad Tablet A1 WiFi 2GB, http://pdadb.net/index.php?m=specs&id=3158&view=1, 512, 1000, 1024x600, ARMv7, Yes,
HTC Vivid (HTC Holiday), http://pdadb.net/index.php?m=specs&id=3208&view=1, 1024, 1200, 540x960, ARMv7,,
Sony Ericsson WT19 / WT19i Walkman, http://pdadb.net/index.php?m=specs&id=2979&view=1, 512, 1000, 320x480, ARMv7, Yes,
ZTE Warp, http://pdadb.net/index.php?m=specs&id=3190&view=1, 512, 1000, 480x800, ARMv7, Yes,
T-Mobile LG E739 myTouch, http://pdadb.net/index.php?m=specs&id=3152&view=1, 512, 1000, 480x800, ARMv7, Yes,
T-Mobile LG C800 myTouch Q, http://pdadb.net/index.php?m=specs&id=3153&view=1, 512, 1000, 320x480, ARMv7, Yes,
LG C729 DoublePlay, http://pdadb.net/index.php?m=specs&id=3177&view=1, 512, 1000, 320x480 320x240, ARMv7, Yes,
KDDI Asus Tough ETBW11AA, http://pdadb.net/index.php?m=specs&id=3140&view=1,, 1000, 1280x800, ARMv7-A, Yes,
Asus Eee Pad Slider SL101 32GB, http://pdadb.net/index.php?m=specs&id=2934&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Asus Eee Pad Slider SL101 16GB, http://pdadb.net/index.php?m=specs&id=3065&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
LG SU640 Optimus LTE, http://pdadb.net/index.php?m=specs&id=3124&view=1, 1024, 1500, 720x1280, ARMv7,,
ViewSonic ViewPad 7e, http://pdadb.net/index.php?m=specs&id=3173&view=1, 1024, 1000, 600x800, ARMv7,, Yes
Samsung GT-N7000 / GT-N7000B Galaxy Note 16GB, http://pdadb.net/index.php?m=specs&id=3100&view=1, 1024, 1400, 800x1280, ARMv7,,
Samsung GT-N7000 Galaxy Note 32GB, http://pdadb.net/index.php?m=specs&id=3804&view=1, 1024, 1400, 800x1280, ARMv7,,
Rogers HTC Raider (HTC Holiday), http://pdadb.net/index.php?m=specs&id=2876&view=1, 1024, 1200, 540x960, ARMv7,,
Motorola MOTO XT319, http://pdadb.net/index.php?m=specs&id=3198&view=1, 256, 800, 320x480, ARMv6, Yes,
Samsung SGH-T679 Exhibit II 4G (Samsung Ancora), http://pdadb.net/index.php?m=specs&id=3110&view=1, 512, 1000, 480x800, ARMv7, Yes,
Motorola XOOM MZ602 4G LTE, http://pdadb.net/index.php?m=specs&id=3195&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung SGH-T989D Galaxy S II X (Samsung Hercules), http://pdadb.net/index.php?m=specs&id=3126&view=1, 1024, 1500, 480x800, ARMv7,,
Motorola Pro+ MB632 (Motorola Elway Plus), http://pdadb.net/index.php?m=specs&id=3091&view=1, 512, 1000, 480x640, ARMv7, Yes,
Motorola ELECTRIFY, http://pdadb.net/index.php?m=specs&id=3127&view=1, 1024, 1000, 540x960, ARMv7-A, Yes,
Pantech Vega LTE IM-A800S SKY, http://pdadb.net/index.php?m=specs&id=3271&view=1, 1024, 1500, 800x1280, ARMv7,,
Motorola Admiral XT603, http://pdadb.net/index.php?m=specs&id=3159&view=1,, 1200, 480x640, ARMv7, Yes,
HTC EVO Design 4G / Acquire (HTC Kingdom), http://pdadb.net/index.php?m=specs&id=2861&view=1, 768, 1200, 540x960, ARMv7, Yes,
Altek Leo A14, http://pdadb.net/index.php?m=specs&id=2630&view=1,, 800, 480x800, , ,
Samsung YP-GS1CB / YP-GS1CW / Galaxy Player 3.6 / Galaxy S WiFi 3.6 8GB, http://pdadb.net/index.php?m=specs&id=3096&view=1, 512, 1000, 320x480, ARMv7, Yes,
Samsung GT-i9108 Galaxy S II, http://pdadb.net/index.php?m=specs&id=3696&view=1, 1024, 1200, 480x800, ARMv7,,
Samsung YP-GS1EB / YP-GS1EW Galaxy Player 3.6 16GB, http://pdadb.net/index.php?m=specs&id=3784&view=1, 512, 1000, 320x480, ARMv7, Yes,
Samsung SGH-N044 Galaxy Nexus SC-04D (Samsung Yakju SC), http://pdadb.net/index.php?m=specs&id=3348&view=1, 1024, 1200, 720x1280, ARMv7,,
ZTE Avail (ZTE Roamer), http://pdadb.net/index.php?m=specs&id=3171&view=1, 512,, 320x480, ARMv6, Yes,
Motorola Atrix 2 MB865 A (Motorola Fuath), http://pdadb.net/index.php?m=specs&id=3130&view=1, 1024, 1000, 540x960, ARMv7,,
Motorola XOOM MZ505 Family Edition, http://pdadb.net/index.php?m=specs&id=3172&view=1,, 1000, 1280x800, ARMv7-A, Yes,
LG VM701 Optimus Slider (LG Gelato Q), http://pdadb.net/index.php?m=specs&id=3241&view=1,, 800, 320x480, ARMv6, Yes,
Huawei S7-301u MediaPad, http://pdadb.net/index.php?m=specs&id=2950&view=1, 1024, 1200, 1280x800, ARMv7,,
KDDI HTC EVO 3D ISW12HT (HTC Shooter), http://pdadb.net/index.php?m=specs&id=3499&view=1, 1024, 1200, 540x960, ARMv7,,
LG E510 Optimus Hub (LG Univa), http://pdadb.net/index.php?m=specs&id=3039&view=1, 512, 800, 320x480, ARMv6, Yes,
Samsung GT-S5690 Galaxy Xcover / Xtreme, http://pdadb.net/index.php?m=specs&id=3105&view=1, 512, 800, 320x480, ARMv5TE,,,
Sony Ericsson Xperia Neo V MT11 / MT11i, http://pdadb.net/index.php?m=specs&id=3081&view=1, 512, 1000, 480x854, ARMv7, Yes,
Samsung SHV-E110S Galaxy S II LTE (Samsung Celox), http://pdadb.net/index.php?m=specs&id=3131&view=1, 1024, 1500, 480x800, ARMv7,,
Samsung GT-P7560 Galaxy Tab 7.0 Plus 32GB, http://pdadb.net/index.php?m=specs&id=3139&view=1, 1024, 1200, 1024x600, ARMv7,,
Samsung GT-P7560 Galaxy Tab 7.0 Plus 16GB, http://pdadb.net/index.php?m=specs&id=3142&view=1, 1024, 1200, 1024x600, ARMv7,,
T-Mobile Rapport (Huawei Gaga), http://pdadb.net/index.php?m=specs&id=3361&view=1, 256, 528, 240x320, ARMv6,,
Toshiba Regza Tablet AT3S0 35D, http://pdadb.net/index.php?m=specs&id=3655&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung GT-S5360 Galaxy Y, http://pdadb.net/index.php?m=specs&id=3087&view=1, 384, 833, 240x320, ARMv6, Yes,
Samsung SCH-i405 Stratosphere 4G (Samsung Aegis), http://pdadb.net/index.php?m=specs&id=3107&view=1, 512, 1000, 480x800, ARMv7,, Yes
Motorola ET1 Enterprise Tablet, http://pdadb.net/index.php?m=specs&id=3163&view=1, 1024, 1000, 1024x600, ARMv7,,
Motorola Fire XT311, http://pdadb.net/index.php?m=specs&id=3090&view=1, 256, 600, 240x320, ARMv6, Yes,
HTC Hero S (HTC Kingdom), http://pdadb.net/index.php?m=specs&id=3165&view=1, 768, 1200, 540x960, ARMv7, Yes,
T-Mobile Samsung SGH-T989 Galaxy S II (Samsung Hercules), http://pdadb.net/index.php?m=specs&id=2894&view=1, 1024, 1500, 480x800, ARMv7,,
T-Mobile HTC Amaze 4G (HTC Ruby), http://pdadb.net/index.php?m=specs&id=3068&view=1, 1024, 1500, 540x960, ARMv7,,
Samsung SCH-R730 Transfix, http://pdadb.net/index.php?m=specs&id=3777&view=1,, 800, 320x480, ARMv6, Yes,
ViewSonic ViewPad 10e, http://pdadb.net/index.php?m=specs&id=3161&view=1, 512, 1000, 1024x768, ARMv7-A,,
Motorola DEFY+ MB526 A, http://pdadb.net/index.php?m=specs&id=3070&view=1, 512, 1000, 480x854, ARMv7, Yes,
LG L55C Optimus Q (LG Gelato Q), http://pdadb.net/index.php?m=specs&id=3711&view=1,, 800, 320x480, ARMv6, Yes,
Samsung SPH-M930 Transform Ultra, http://pdadb.net/index.php?m=specs&id=3025&view=1, 512, 1000, 320x480, ARMv7, Yes,
DataWind Aakash UbiSlate 7, http://pdadb.net/index.php?m=specs&id=3331&view=1, 256, 366, 800x480, ARMv6,, Yes
HTC Sensation XL X315 / Bass (HTC Runnymede), http://pdadb.net/index.php?m=specs&id=3094&view=1, 768, 1500, 480x800, ARMv7, Yes,
ZTE Tureis, http://pdadb.net/index.php?m=specs&id=3044&view=1, 256, 800, 320x240, ARMv6, Yes,
HTC Sensation XE, http://pdadb.net/index.php?m=specs&id=3114&view=1, 768, 1500, 540x960, ARMv7,,
LG LS855 Marquee, http://pdadb.net/index.php?m=specs&id=3115&view=1, 512, 1000, 480x800, ARMv7, Yes,
Samsung SGH-i777 Galaxy S II (Samsung Singa), http://pdadb.net/index.php?m=specs&id=2869&view=1, 1024, 1200, 480x800, ARMv7,,
Kyocera Milano (Kyocera Oblique), http://pdadb.net/index.php?m=specs&id=3121&view=1, 512, 800, 240x320, ARMv6, Yes,
LG LU6500 Optimus Q2 / LU8800 Optimus Note, http://pdadb.net/index.php?m=specs&id=3138&view=1,, 1200, 480x800, ARMv7-A,,
Samsung GT-i8150 Galaxy W (Samsung Ancora), http://pdadb.net/index.php?m=specs&id=3084&view=1, 512, 1400, 480x800, ARMv7, Yes,
Samsung GT-i9220 Galaxy Note 32GB, http://pdadb.net/index.php?m=specs&id=3692&view=1, 1024, 1400, 800x1280, ARMv7,,
Samsung GT-i9220 Galaxy Note 16GB, http://pdadb.net/index.php?m=specs&id=3693&view=1, 1024, 1400, 800x1280, ARMv7,,
ZTE Skate, http://pdadb.net/index.php?m=specs&id=3134&view=1, 512, 800, 480x800, ARMv6, Yes,
Huawei Deuce U8520, http://pdadb.net/index.php?m=specs&id=3129&view=1, 512, 1000, 320x480, ARMv7, Yes,
HTC Sensation Z710T, http://pdadb.net/index.php?m=specs&id=3277&view=1, 768, 1000, 540x960, ARMv7, Yes,
Motorola XT531 Spice XT, http://pdadb.net/index.php?m=specs&id=3054&view=1, 512, 800, 320x480, ARMv6, Yes,
Sony Tablet S 3G 16GB (Sony S1), http://pdadb.net/index.php?m=specs&id=2858&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Sony Ericsson Xperia Arc S LT18 / LT18i (SE Ayame), http://pdadb.net/index.php?m=specs&id=3097&view=1, 512, 1400, 480x854, ARMv7, Yes,
Motorola DEFY+ MB526, http://pdadb.net/index.php?m=specs&id=3069&view=1, 512, 1000, 480x854, ARMv7, Yes,
HTC Explorer (HTC Pico), http://pdadb.net/index.php?m=specs&id=3073&view=1, 512, 600, 320x480, ARMv7-A, Yes,
LG MS910 Esteem 4G (LG Bryce), http://pdadb.net/index.php?m=specs&id=3016&view=1, 512, 1000, 480x800, ARMv7, Yes,
Sony Ericsson Xperia ray ST18a (SE Urushi), http://pdadb.net/index.php?m=specs&id=2883&view=1, 512, 1000, 480x854, ARMv7, Yes,
Motorola Milestone 3 ME863, http://pdadb.net/index.php?m=specs&id=3196&view=1, 512, 1000, 540x960, ARMv7,,
Verizon HRC Rhyme ADR6330, http://pdadb.net/index.php?m=specs&id=3279&view=1, 768, 1000, 480x800, ARMv7, Yes,
ZTE Score X500, http://pdadb.net/index.php?m=specs&id=3148&view=1, 512, 600, 320x480, ARMv6, Yes,
Motorola Milestone 3 XT860 / XT860 4G, http://pdadb.net/index.php?m=specs&id=3022&view=1, 512, 1000, 540x960, ARMv7,,
HTC EVO 4G+ X515E (HTC Rider), http://pdadb.net/index.php?m=specs&id=2966&view=1, 1024, 1200, 540x960, ARMv7,,
Huawei Fusion U8652 (Huawei Jengu), http://pdadb.net/index.php?m=specs&id=3083&view=1, 256, 600, 320x480, ARMv6, Yes,
Motorola DROID Bionic XT875 (Motorola Targa), http://pdadb.net/index.php?m=specs&id=2728&view=1, 1024, 1000, 540x960, ARMv7,,
ViewSonic ViewPad 7x 3G, http://pdadb.net/index.php?m=specs&id=2868&view=1, 1024, 1000,, ARMv7-A, Yes,
Rogers Samsung Infuse 4G, http://pdadb.net/index.php?m=specs&id=2933&view=1,, 1200, 480x800, ARMv7,, Yes
Sony Ericsson Xperia active ST17a, http://pdadb.net/index.php?m=specs&id=2965&view=1, 512, 1000, 320x480, ARMv7, Yes,
Archos 101 G9 250GB, http://pdadb.net/index.php?m=specs&id=2973&view=1, 512, 1000, 1280x800, ARMv7,,
HTC Rhyme (HTC Bliss), http://pdadb.net/index.php?m=specs&id=3089&view=1, 768, 1000, 480x800, ARMv7, Yes,
Pantech Breakout, http://pdadb.net/index.php?m=specs&id=3125&view=1, 512, 1000, 480x800, , ,
LG VS700 Enlighten (LG Gelato Q), http://pdadb.net/index.php?m=specs&id=3052&view=1,, 800, 320x480, ARMv6, Yes,
Archos 80 G9 16GB, http://pdadb.net/index.php?m=specs&id=2972&view=1, 512, 1000, 1024x768, ARMv7,,
Archos 80 G9 250GB, http://pdadb.net/index.php?m=specs&id=2974&view=1, 512, 1000, 1024x768, ARMv7,,
Olivetti OliPad 110, http://pdadb.net/index.php?m=specs&id=3106&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Lenovo IdeaPad Tablet K1 WiFi 32GB, http://pdadb.net/index.php?m=specs&id=3023&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Huawei U8800 Impulse 4G, http://pdadb.net/index.php?m=specs&id=3118&view=1, 512, 800, 480x800, ARMv7, Yes,
Sony Ericsson Xperia PLAY 4G (SE Zeus), http://pdadb.net/index.php?m=specs&id=3122&view=1, 512, 1024, 480x854, ARMv7, Yes,
SoftBank 007HW Vision (Huawei U8850), http://pdadb.net/index.php?m=specs&id=3457&view=1, 512, 1000, 480x800, ARMv7, Yes,
Samsung SPH-D710 Galaxy S2 Epic Touch 4G (Samsung Within), http://pdadb.net/index.php?m=specs&id=3041&view=1, 1024, 1200, 480x800, ARMv7,,
Sony Tablet S WiFi 32GB (Sony S1), http://pdadb.net/index.php?m=specs&id=3102&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
ZTE Libra, http://pdadb.net/index.php?m=specs&id=3045&view=1, 256, 600, 480x800, ARMv6, Yes,
Huawei Ascend II M865, http://pdadb.net/index.php?m=specs&id=3060&view=1, 256, 600, 320x480, ARMv6, Yes,
LG E730 Optimus Sol (LG Victor), http://pdadb.net/index.php?m=specs&id=3040&view=1, 512, 1000, 480x800, ARMv7, Yes,
Motorola XT531 FIRE XT, http://pdadb.net/index.php?m=specs&id=3053&view=1, 512, 800, 320x480, ARMv6, Yes,
Samsung GT-B7800 Galaxy M Pro, http://pdadb.net/index.php?m=specs&id=3085&view=1,, 1000, 480x320, , ,
Samsung GT-B5510 Galaxy Y Pro / Galaxy Txt, http://pdadb.net/index.php?m=specs&id=3086&view=1,, 833, 320x240, ARMv6, Yes,
Samsung GT-P7310 Galaxy Tab 8.9 Wi-Fi 16GB, http://pdadb.net/index.php?m=specs&id=2939&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Archos 101 G9 16GB, http://pdadb.net/index.php?m=specs&id=2971&view=1, 512, 1000, 1280x800, ARMv7,,
Sony Ericsson Xperia mini pro SK17a (SE Mango), http://pdadb.net/index.php?m=specs&id=3056&view=1, 512, 1000, 320x480, ARMv7, Yes,
Samsung SCH-i919, http://pdadb.net/index.php?m=specs&id=3744&view=1, 1024, 1400, 480x800, ARMv7, Yes,
HTC Jetstream (HTC Puccini), http://pdadb.net/index.php?m=specs&id=3031&view=1, 1024, 1500, 1280x800, ARMv7,,
LG P925 Thrill 4G, http://pdadb.net/index.php?m=specs&id=2825&view=1, 512, 1000, 480x800, ARMv7,,
Motorola Atrix (Motorola Olympus), http://pdadb.net/index.php?m=specs&id=2941&view=1, 1024, 1000, 540x960, ARMv7-A, Yes,
Vizio Via Phone VPHN1044, http://pdadb.net/index.php?m=specs&id=2998&view=1,, 1200, 480x854, , ,
Acer liquidmini Ferrari Edition, http://pdadb.net/index.php?m=specs&id=3104&view=1, 512, 600, 320x480, ARMv6, Yes,
HTC Rhyme S510b (HTC Bliss), http://pdadb.net/index.php?m=specs&id=3278&view=1, 768, 1000, 480x800, ARMv7, Yes,
LG P920H Optimus 3D, http://pdadb.net/index.php?m=specs&id=3374&view=1, 512, 1000, 480x800, ARMv7,,
Ainol NOVO8 Advanced, http://pdadb.net/index.php?m=specs&id=3250&view=1, 512, 1000, 1280x768, ARMv7-A,,
LG P929 Thrill 4G, http://pdadb.net/index.php?m=specs&id=3000&view=1, 512, 1000, 480x800, ARMv7,,
Orange Monte Carlo (ZTE Skate), http://pdadb.net/index.php?m=specs&id=2795&view=1, 512, 800, 480x800, ARMv6, Yes,
T-Mobile LG P699 Optimus II (LG Gelato), http://pdadb.net/index.php?m=specs&id=3047&view=1, 512, 800, 320x480, ARMv6, Yes,
Huawei Ideos X5 Pro, http://pdadb.net/index.php?m=specs&id=3066&view=1, 512, 1000, 480x800, ARMv7, Yes,
Gigabyte GSmart G1345, http://pdadb.net/index.php?m=specs&id=3143&view=1, 512, 800, 320x480, ARMv6, Yes,
Sony Ericsson Xperia ray ST18 / ST18i (SE Urushi), http://pdadb.net/index.php?m=specs&id=2963&view=1, 512, 1000, 480x854, ARMv7, Yes,
Sony Ericsson Xperia mini ST15a (SE Smultron), http://pdadb.net/index.php?m=specs&id=3057&view=1, 512, 1000, 320x480, ARMv7, Yes,
Sharp Galapagos 7 A01SH Media Tablet, http://pdadb.net/index.php?m=specs&id=3055&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
Alcatel One Touch OT-990 / OT-990M, http://pdadb.net/index.php?m=specs&id=2881&view=1, 512, 600, 320x480, ARMv6, Yes,
Acer Iconia Tab A101, http://pdadb.net/index.php?m=specs&id=2807&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
Motorola Domino+ / FIRE XT XT530, http://pdadb.net/index.php?m=specs&id=3049&view=1, 512, 800, 320x480, ARMv6, Yes,
Samsung SCH-M828C Galaxy Precedent, http://pdadb.net/index.php?m=specs&id=3778&view=1, 384, 800, 320x480, ARMv6, Yes,
Lenovo ThinkPad Tablet WiFi 32GB, http://pdadb.net/index.php?m=specs&id=3024&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung SCH-R720 Admire, http://pdadb.net/index.php?m=specs&id=3020&view=1, 512, 800, 320x480, , ,
Yarvik TAB250, http://pdadb.net/index.php?m=specs&id=3503&view=1, 256, 1000, 800x480, ARMv6,,
Yarvik TAB410, http://pdadb.net/index.php?m=specs&id=3513&view=1, 512, 1000, 1024x600, ARMv6,, Yes
Samsung SPH-D600 Conquer 4G, http://pdadb.net/index.php?m=specs&id=2957&view=1, 512, 1000, 320x480, ARMv7, Yes,
Lenovo LePad A1-07 WiFi 16GB, http://pdadb.net/index.php?m=specs&id=3108&view=1, 512, 1000, 1024x600, ARMv7, Yes,
ZTE Light Tab 2 (ZTE V9 Plus), http://pdadb.net/index.php?m=specs&id=2982&view=1, 512, 1000, 600x1024, ARMv7, Yes,
Alcatel One Touch OT-891 Soul, http://pdadb.net/index.php?m=specs&id=2997&view=1, 256, 416, 240x320, ARMv5TEJ,,
Acer Iconia Tab A500 64GB, http://pdadb.net/index.php?m=specs&id=3042&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Sony Ericsson Xperia Neo MT15a (SE Halon), http://pdadb.net/index.php?m=specs&id=2790&view=1, 512, 1000, 480x854, ARMv7, Yes,
Sony Ericsson W8 Walkman E16a, http://pdadb.net/index.php?m=specs&id=2851&view=1, 256, 600, 320x480, ARMv6, Yes,
Sony Ericsson Xperia PLAY R800a (SE Zeus), http://pdadb.net/index.php?m=specs&id=3017&view=1, 512, 1024, 480x854, ARMv7, Yes,
Acer Iconia Tab A100 8GB, http://pdadb.net/index.php?m=specs&id=2977&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
Acer Iconia Tab A100 16GB, http://pdadb.net/index.php?m=specs&id=3067&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
Samsung SGH-T589R Galaxy Q, http://pdadb.net/index.php?m=specs&id=3718&view=1, 256, 600, 320x480, ARMv6, Yes,
Rogers HTC EVO 3D (HTC Shooter), http://pdadb.net/index.php?m=specs&id=3204&view=1, 1024, 1200, 540x960, ARMv7,,
Sony Ericsson Xperia mini ST15 / ST15i (SE Smultron), http://pdadb.net/index.php?m=specs&id=2863&view=1, 512, 1000, 320x480, ARMv7, Yes,
Samsung GT-i9103 Galaxy Z / Galaxy R, http://pdadb.net/index.php?m=specs&id=2990&view=1, 1024, 1000, 480x800, ARMv7-A, Yes,
Yarvik TAB211, http://pdadb.net/index.php?m=specs&id=3502&view=1, 256, 1000, 800x480, ARMv6,,
